3.394,0.041
3.499,0.0382
3.604,0.0341
3.71,0.0376
3.814,0.0246
3.919,0.0027
4.024,-0.0198
4.127,-0.0328
4.232,-0.0212
4.336,-0.0041
4.441,0.0191
4.546,0.0376
4.651,0.03
4.756,0.015
4.862,-0.013
4.966,-0.03
5.07,-0.0369
5.175,-0.0232
5.279,0.0061
5.383,0.0273
5.488,0.041
5.593,0.0294
5.698,0.0007
5.804,-0.0212
5.907,-0.0355
6.011,-0.0321
6.116,-0.0055
6.22,0.0205
6.326,0.0369
6.43,0.028
6.536,0.0102
6.64,-0.0089
6.745,-0.0246
6.849,-0.0253
6.954,-0.013
7.057,0.015
7.161,0.0321
7.267,0.0362
7.372,0.0246
7.478,-0.002
7.581,-0.0266
7.686,-0.0341
7.79,-0.0212
7.895,0.0007
7.998,0.0287
8.103,0.0355
8.209,0.0294
8.314,0.0116
8.419,-0.0116
8.523,-0.0294
8.628,-0.0273
8.731,-0.013
8.836,0.0089
8.939,0.0266
9.045,0.0294
9.15,0.0253
9.255,-0.0048
9.36,-0.0225
9.464,-0.0253
9.569,-0.0178
9.673,0.0055
9.778,0.0287
9.883,0.0314
9.989,0.0273
10.094,0.0096
10.199,-0.0232
10.303,-0.0307
10.407,-0.0253
10.512,-0.0089
10.615,0.0191
10.72,0.0369
10.824,0.0205
10.93,0.002
11.034,-0.0225
11.138,-0.0321
11.243,-0.0171
11.347,0.0041
11.45,0.0253
11.556,0.0376
11.661,0.0253
11.767,0.0082
11.871,-0.0171
11.976,-0.0266
12.08,-0.0212
12.184,0
12.288,0.0178
12.393,0.0335
12.499,0.028
12.604,0.015
12.71,-0.0164
12.814,-0.0266
12.918,-0.0307
13.022,-0.0191
13.127,0.0068
13.231,0.0259
13.336,0.0362
13.441,0.0287
13.547,0.0089
13.651,-0.013
13.755,-0.0307
13.86,-0.0171
13.964,-0.0075
14.068,0.0137
14.173,0.0321
14.279,0.0259
14.384,0.0089
14.489,-0.0116
14.592,-0.0212
14.696,-0.0116
14.799,0.0102
14.904,0.0225
15.009,0.0314
15.115,0.0212
15.22,-0.0055
15.325,-0.0219
15.429,-0.0266
15.531,0.0034
15.634,0.0143
15.74,0.0314
15.845,0.0321
15.95,0.0191
16.055,-0.0007
16.16,-0.0219
16.263,-0.015
16.367,0.0034
16.47,0.0184
16.576,0.0225
16.681,0.0239
16.787,0.0014
16.891,-0.013
16.995,-0.0205
17.099,-0.0096
17.204,0.0048
17.307,0.0287
17.412,0.0294
17.518,0.0212
17.623,0.0061
17.727,-0.0191
17.831,-0.03
17.936,-0.0287
18.04,-0.0089
18.145,0.015
18.249,0.0287
18.355,0.0328
18.46,0.0178
18.565,-0.0027
18.67,-0.0178
18.774,-0.0259
18.879,-0.0205
18.983,-0.0014
19.087,0.0205
19.192,0.0321
