6.649,0.04
6.752,0.044
6.856,0.038
6.961,-0.006
7.067,-0.039
7.172,-0.029
7.278,0.001
7.383,0.04
7.488,0.04
7.592,0.002
7.698,-0.042
7.804,-0.038
7.91,0.002
8.015,0.027
8.12,0.036
8.224,0.001
8.33,-0.03
8.436,-0.039
8.542,-0.001
8.647,0.037
8.751,0.029
8.856,0
8.961,-0.033
9.067,-0.031
9.173,0.003
9.278,0.037
9.383,0.038
9.488,-0.001
9.593,-0.038
9.699,-0.024
9.804,0.009
9.91,0.036
10.014,0.032
10.118,-0.006
10.224,-0.029
10.33,-0.024
10.436,0.01
10.54,0.034
10.646,0.031
10.75,-0.001
10.856,-0.032
10.961,-0.04
11.068,0.01
11.172,0.033
11.278,0.029
11.382,-0.003
11.488,-0.036
11.593,-0.022
11.7,0.008
11.804,0.036
11.909,0.023
12.014,-0.012
12.119,-0.046
12.225,-0.038
12.331,0.011
12.436,0.036
12.541,0.026
12.646,-0.005
12.751,-0.04
12.857,-0.018
12.963,0.013
13.068,0.031
13.172,0.016
13.278,-0.023
13.383,-0.036
13.489,-0.023
13.595,0.013
13.7,0.034
13.805,0.024
13.909,-0.009
14.015,-0.027
14.12,-0.025
14.227,0.009
14.331,0.03
14.437,0.018
14.541,-0.014
14.647,-0.026
14.753,-0.015
14.859,0.015
14.963,0.033
15.069,0.018
15.173,-0.015
15.278,-0.049
15.386,-0.035
15.492,0.014
15.597,0.032
15.701,0.022
15.807,-0.009
15.912,-0.033
16.018,-0.016
16.123,0.012
16.229,0.03
16.333,0.012
16.439,-0.023
16.544,-0.031
16.651,-0.015
16.756,0.017
16.861,0.03
16.966,0.01
17.07,-0.01
17.176,-0.023
17.282,-0.01
17.388,0.006
17.492,0.025
17.598,0.005
17.702,-0.017
17.808,-0.023
17.914,-0.009
18.02,0.014
18.124,0.029
18.23,0.012
18.334,-0.011
18.44,-0.043
18.546,-0.027
18.651,0.01
18.757,0.029
18.861,0.01
18.967,-0.016
19.072,-0.027
19.178,-0.016
19.283,0.02
19.389,0.029
19.493,0.001
19.599,-0.024
19.704,-0.044
19.812,-0.021
19.918,0.024
20.023,0.026
20.127,0.008
20.233,-0.016
20.338,-0.025
20.443,-0.003
20.549,0.02
20.654,0.017
20.759,-0.003
20.864,-0.017
20.97,-0.02
21.076,-0.008
21.182,0.017
21.286,0.025
21.391,0.01
21.496,-0.013
21.602,-0.028
21.708,-0.015
21.813,0.007
21.918,0.023
22.022,0.009
22.128,-0.014
22.233,-0.024
22.339,-0.005
22.444,0.022
22.55,0.021
22.654,-0.009
22.76,-0.019
22.865,-0.02
22.972,-0.014
23.077,0.02
23.182,0.021
23.287,0.003
23.392,-0.018
23.498,-0.026
23.604,0.002
23.709,0.02
23.813,0.016
23.919,-0.003
24.024,-0.032
24.13,-0.02
24.235,-0.002
24.341,0.02
24.445,0.001
24.55,-0.014
24.656,-0.017
24.761,-0.014
24.867,0.009
24.972,0.01
25.077,0.001
25.182,-0.015
25.287,-0.014
25.393,0
25.498,0.023
25.601,0.003
25.707,-0.036
25.812,-0.019
25.918,-0.007
26.023,0.014
26.128,0.019
