4.545,0.0444
4.65,0.0239
4.754,0.0027
4.858,-0.0239
4.962,-0.0089
5.068,0.0219
5.172,0.0403
5.277,0.03
5.381,0.0116
5.486,-0.0178
5.591,-0.028
5.697,-0.0205
5.802,0.0061
5.906,0.0307
6.011,0.0341
6.115,0.0219
6.22,-0.0102
6.325,-0.0232
6.431,-0.0219
6.536,0.0007
6.641,0.0287
6.745,0.0328
6.85,0.0225
6.955,-0.0041
7.059,-0.0219
7.165,-0.0314
7.27,-0.0116
7.376,0.0198
7.48,0.0355
7.585,0.0314
7.689,0.0102
7.794,-0.0178
7.899,-0.0259
8.005,-0.0137
8.11,0.0109
8.215,0.0246
8.319,0.0348
8.423,0.0137
8.529,-0.0123
8.633,-0.0259
8.739,-0.015
8.844,0.0082
8.949,0.0321
9.053,0.0437
9.158,0.0232
9.262,-0.0075
9.368,-0.0259
9.473,-0.0246
9.579,-0.0055
9.684,0.0137
9.788,0.0355
9.893,0.0253
9.997,0.0068
10.102,-0.0178
10.207,-0.0239
10.313,-0.013
10.418,0.0143
10.523,0.0273
10.627,0.028
10.733,0.0116
10.837,-0.0116
10.942,-0.0232
11.048,-0.0212
11.153,0.0034
11.258,0.0321
11.362,0.0348
11.467,0.0219
11.571,-0.0014
11.677,-0.0191
11.782,-0.0259
11.888,-0.0082
11.992,0.0225
12.098,0.028
12.202,0.0307
12.306,0.0068
12.411,-0.0171
12.516,-0.0219
12.622,-0.0082
12.727,0.015
12.832,0.0287
12.936,0.0096
13.041,-0.0157
13.146,-0.0266
13.251,-0.0184
13.356,0
13.462,0.0273
13.566,0.0321
13.671,0.0171
13.775,-0.0014
13.881,-0.0184
13.986,-0.0205
14.092,0.002
14.196,0.0232
14.301,0.0287
14.406,0.0178
14.511,0.0034
14.615,-0.0198
14.72,-0.0225
14.826,-0.0123
14.931,0.015
15.036,0.0321
15.14,0.0246
15.245,0.0102
15.35,-0.0116
15.456,-0.0259
15.561,-0.0219
15.667,0.0096
15.771,0.0239
15.876,0.0362
15.98,0.0232
16.084,-0.0068
16.19,-0.0198
16.295,-0.0157
16.401,-0.0014
16.506,0.0273
16.611,0.0355
16.715,0.0232
16.82,-0.0041
16.924,-0.0198
17.03,-0.0239
17.135,-0.002
17.241,0.0184
17.345,0.0348
17.449,0.0259
17.554,0.015
17.659,-0.0171
17.765,-0.0205
17.87,-0.0116
17.975,0.0075
18.08,0.0232
18.185,0.0273
18.289,0.0082
18.395,-0.0068
18.499,-0.0184
18.604,-0.0157
18.71,0.0055
18.815,0.0273
18.92,0.0348
19.024,0.0171
19.129,-0.0014
19.234,-0.0212
19.34,-0.0219
19.445,-0.0082
19.55,0.0143
