3.21,0.038
3.315,0.042
3.418,0.037
3.524,0.032
3.627,0.005
3.733,-0.016
3.839,-0.036
3.945,-0.025
4.051,0.008
4.157,0.035
4.261,0.03
4.367,0.002
4.472,-0.029
4.578,-0.04
4.684,-0.019
4.791,0.022
4.895,0.034
5.001,0.018
5.106,-0.018
5.212,-0.043
5.318,-0.034
5.424,0.005
5.529,0.031
5.634,0.034
5.739,-0.005
5.844,-0.035
5.951,-0.041
6.057,-0.02
6.163,0.013
6.268,0.038
6.373,0.015
6.478,-0.017
6.585,-0.042
6.69,-0.034
6.797,0.01
6.902,0.03
7.007,0.033
7.112,0
7.218,-0.031
7.324,-0.045
7.43,-0.016
7.536,0.014
7.64,0.032
7.746,0.018
7.851,-0.012
7.957,-0.037
8.063,-0.027
8.169,0.005
8.274,0.023
8.38,0.028
8.485,0.001
8.591,-0.029
8.696,-0.033
8.803,-0.012
8.908,0.017
9.014,0.032
9.118,0.018
9.224,-0.011
9.329,-0.031
9.436,-0.029
9.541,-0.001
9.648,0.02
9.752,0.027
9.857,0.005
9.963,-0.023
10.068,-0.034
10.175,-0.016
10.28,0.018
10.386,0.034
10.491,0.015
10.597,-0.013
10.702,-0.039
10.809,-0.033
10.914,-0.01
11.021,0.022
11.125,0.024
11.231,0.001
11.336,-0.026
11.442,-0.039
11.548,-0.016
11.654,0.016
11.759,0.034
11.864,0.014
11.97,-0.021
12.075,-0.037
12.182,-0.027
12.287,-0.001
12.394,0.029
12.498,0.023
12.604,0.005
12.709,-0.029
12.816,-0.038
12.921,-0.012
13.028,0.015
13.132,0.029
13.238,0.008
13.343,-0.016
13.449,-0.033
13.555,-0.027
13.662,-0.003
13.767,0.028
13.872,0.027
13.977,0.006
14.082,-0.025
14.189,-0.027
14.294,-0.016
14.401,0.01
14.506,0.025
14.611,0.018
14.716,-0.012
14.822,-0.029
14.928,-0.023
15.034,0.001
15.139,0.024
15.245,0.027
15.35,0.007
15.456,-0.028
15.561,-0.031
15.668,-0.021
15.773,0.008
15.879,0.022
15.984,0.014
16.09,-0.008
16.195,-0.031
16.301,-0.027
16.407,0.005
16.513,0.023
16.618,0.023
16.723,0.002
16.829,-0.031
16.935,-0.036
17.041,-0.021
17.147,0.014
17.253,0.027
17.357,0.022
17.463,-0.007
17.568,-0.03
17.675,-0.026
